NDC,Proprietary Name,Non Proprietary Name,Ingredient List,Labeler Name,Product Type,Marketing Category,Application Number or Monograph ID,Link,Inactivation Date,Reactivation Date
58198-0049-3,ADVANTAGE MULTI FOR DOGS,"IMIDACLOPRID, MOXIDECTIN",IMIDACLOPRID; MOXIDECTIN,Elanco US Inc.,PRESCRIPTION ANIMAL DRUG,NADA,NADA141251,https://www.accessdata.fda.gov/spl/data/e77e60b6-3b29-43d3-9d6a-25d4873a3428/e77e60b6-3b29-43d3-9d6a-25d4873a3428.xml,,
58198-0050-3,ADVANTAGE MULTI FOR DOGS,"IMIDACLOPRID, MOXIDECTIN",MOXIDECTIN; IMIDACLOPRID,Elanco US Inc.,PRESCRIPTION ANIMAL DRUG,NADA,NADA141251,https://www.accessdata.fda.gov/spl/data/e77e60b6-3b29-43d3-9d6a-25d4873a3428/e77e60b6-3b29-43d3-9d6a-25d4873a3428.xml,,
58198-0017-2,Advantus,IMIDACLOPRID,IMIDACLOPRID,Elanco US Inc.,OTC ANIMAL DRUG,NADA,NADA141435,https://www.accessdata.fda.gov/spl/data/3613a3e0-2748-40ba-9471-4848698120e0/3613a3e0-2748-40ba-9471-4848698120e0.xml,,
58198-0018-2,Advantus,IMIDACLOPRID,IMIDACLOPRID,Elanco US Inc.,OTC ANIMAL DRUG,NADA,NADA141435,https://www.accessdata.fda.gov/spl/data/3613a3e0-2748-40ba-9471-4848698120e0/3613a3e0-2748-40ba-9471-4848698120e0.xml,,
58198-0017-1,Advantus,IMIDACLOPRID,IMIDACLOPRID,Elanco US Inc.,OTC ANIMAL DRUG,NADA,NADA141435,https://www.accessdata.fda.gov/spl/data/3613a3e0-2748-40ba-9471-4848698120e0/3613a3e0-2748-40ba-9471-4848698120e0.xml,,
58198-0017-3,Advantus,IMIDACLOPRID,IMIDACLOPRID,Elanco US Inc.,OTC ANIMAL DRUG,NADA,NADA141435,https://www.accessdata.fda.gov/spl/data/3613a3e0-2748-40ba-9471-4848698120e0/3613a3e0-2748-40ba-9471-4848698120e0.xml,,
58198-0018-1,Advantus,IMIDACLOPRID,IMIDACLOPRID,Elanco US Inc.,OTC ANIMAL DRUG,NADA,NADA141435,https://www.accessdata.fda.gov/spl/data/3613a3e0-2748-40ba-9471-4848698120e0/3613a3e0-2748-40ba-9471-4848698120e0.xml,,
58198-0018-3,Advantus,IMIDACLOPRID,IMIDACLOPRID,Elanco US Inc.,OTC ANIMAL DRUG,NADA,NADA141435,https://www.accessdata.fda.gov/spl/data/3613a3e0-2748-40ba-9471-4848698120e0/3613a3e0-2748-40ba-9471-4848698120e0.xml,,
54771-9847-1,Advocin,DANOFLOXACIN MESYLATE,DANOFLOXACIN MESYLATE,Zoetis Inc.,PRESCRIPTION ANIMAL DRUG,NADA,NADA141207,https://www.accessdata.fda.gov/spl/data/275d481d-3fd9-46b6-9d45-5b1148cdc3a9/275d481d-3fd9-46b6-9d45-5b1148cdc3a9.xml,,
54771-9847-2,Advocin,DANOFLOXACIN MESYLATE,DANOFLOXACIN MESYLATE,Zoetis Inc.,PRESCRIPTION ANIMAL DRUG,NADA,NADA141207,https://www.accessdata.fda.gov/spl/data/275d481d-3fd9-46b6-9d45-5b1148cdc3a9/275d481d-3fd9-46b6-9d45-5b1148cdc3a9.xml,,
68703-130-59,Aggression Formula,"ARSENICUM ALB, BELLADONA, CHAMOMILLA, HEPAR SULPH CALC, SCUTELLARIA",MATRICARIA RECUTITA; ATROPA BELLADONNA; CALCIUM SULFIDE; SCUTELLARIA LATERIFLORA; ARSENIC TRIOXIDE,"Native Remedies, LLC",OTC ANIMAL DRUG,unapproved homeopathic,,https://www.accessdata.fda.gov/spl/data/87f691e2-b23b-4fb8-a6db-a9e80615cb1b/87f691e2-b23b-4fb8-a6db-a9e80615cb1b.xml,,
68703-011-20,Aggression Formula,"ARSENICUM ALB, BELLADONNA, CHAMOMILLA, HEPAR SULPH CALC, SCUTELLARIA, CITRIC ACID, CORN STARCH, POTASSIUM SORBATE, SUCROSE",CALCIUM SULFIDE; MATRICARIA RECUTITA; ARSENIC TRIOXIDE; SCUTELLARIA LATERIFLORA; ATROPA BELLADONNA,"Native Remedies, LLC",OTC ANIMAL DRUG,unapproved homeopathic,,https://www.accessdata.fda.gov/spl/data/c0480568-8511-452e-a136-ae6f125cf844/c0480568-8511-452e-a136-ae6f125cf844.xml,,
60282-3080-1,Agrimaster Brand CHG Teat Dip,"CHLORHEXIDINE GLUCONATE, DIDECYLDIMETHYLAMMONIUM CHLORIDE",CHLORHEXIDINE GLUCONATE; DIDECYLDIMONIUM CHLORIDE,Stearns Packaging Corporation,OTC ANIMAL DRUG,unapproved drug other,,https://www.accessdata.fda.gov/spl/data/3faec671-e010-40e4-80f2-861387071c4b/3faec671-e010-40e4-80f2-861387071c4b.xml,,
60282-3080-3,Agrimaster Brand CHG Teat Dip,"CHLORHEXIDINE GLUCONATE, DIDECYLDIMETHYLAMMONIUM CHLORIDE",CHLORHEXIDINE GLUCONATE; DIDECYLDIMONIUM CHLORIDE,Stearns Packaging Corporation,OTC ANIMAL DRUG,unapproved drug other,,https://www.accessdata.fda.gov/spl/data/3faec671-e010-40e4-80f2-861387071c4b/3faec671-e010-40e4-80f2-861387071c4b.xml,,
60282-3080-2,Agrimaster Brand CHG Teat Dip,"CHLORHEXIDINE GLUCONATE, DIDECYLDIMETHYLAMMONIUM CHLORIDE",CHLORHEXIDINE GLUCONATE; DIDECYLDIMONIUM CHLORIDE,Stearns Packaging Corporation,OTC ANIMAL DRUG,unapproved drug other,,https://www.accessdata.fda.gov/spl/data/3faec671-e010-40e4-80f2-861387071c4b/3faec671-e010-40e4-80f2-861387071c4b.xml,,
60282-3080-4,Agrimaster Brand CHG Teat Dip,"CHLORHEXIDINE GLUCONATE, DIDECYLDIMETHYLAMMONIUM CHLORIDE",CHLORHEXIDINE GLUCONATE; DIDECYLDIMONIUM CHLORIDE,Stearns Packaging Corporation,OTC ANIMAL DRUG,unapproved drug other,,https://www.accessdata.fda.gov/spl/data/3faec671-e010-40e4-80f2-861387071c4b/3faec671-e010-40e4-80f2-861387071c4b.xml,,
23243-4680-6,AGRI-MECTIN,IVERMECTIN,IVERMECTIN,"Huvepharms, Inc",OTC ANIMAL DRUG,ANADA,ANADA200429,https://www.accessdata.fda.gov/spl/data/67633843-0fcb-4c45-97c6-cd6b8053bf74/67633843-0fcb-4c45-97c6-cd6b8053bf74.xml,,
23243-4680-7,AGRI-MECTIN,IVERMECTIN,IVERMECTIN,"Huvepharms, Inc",OTC ANIMAL DRUG,ANADA,ANADA200429,https://www.accessdata.fda.gov/spl/data/67633843-0fcb-4c45-97c6-cd6b8053bf74/67633843-0fcb-4c45-97c6-cd6b8053bf74.xml,,
23243-4680-2,AGRI-MECTIN,IVERMECTIN,IVERMECTIN,"Huvepharms, Inc",OTC ANIMAL DRUG,ANADA,ANADA200429,https://www.accessdata.fda.gov/spl/data/67633843-0fcb-4c45-97c6-cd6b8053bf74/67633843-0fcb-4c45-97c6-cd6b8053bf74.xml,,
23243-7430-5,AGRIMYCIN 200,OXYTETRACYCLINE,OXYTETRACYCLINE,Huvepharma Inc,PRESCRIPTION ANIMAL DRUG,ANADA,ANADA200128,https://www.accessdata.fda.gov/spl/data/59a8c42c-9ac3-48d0-a73b-f74d7ba4f68e/59a8c42c-9ac3-48d0-a73b-f74d7ba4f68e.xml,,
23243-7430-6,AGRIMYCIN 200,OXYTETRACYCLINE,OXYTETRACYCLINE,Huvepharma Inc,PRESCRIPTION ANIMAL DRUG,ANADA,ANADA200128,https://www.accessdata.fda.gov/spl/data/59a8c42c-9ac3-48d0-a73b-f74d7ba4f68e/59a8c42c-9ac3-48d0-a73b-f74d7ba4f68e.xml,,
23243-7430-4,AGRIMYCIN 200,OXYTETRACYCLINE,OXYTETRACYCLINE,Huvepharma Inc,PRESCRIPTION ANIMAL DRUG,ANADA,ANADA200128,https://www.accessdata.fda.gov/spl/data/59a8c42c-9ac3-48d0-a73b-f74d7ba4f68e/59a8c42c-9ac3-48d0-a73b-f74d7ba4f68e.xml,,
62870-130-61,Agropharma Isopropyl Alcohol,ISOPROPYL ALCOHOL,ISOPROPYL ALCOHOL,AGROPHARMA LABORATORIES INC,OTC ANIMAL DRUG,unapproved drug other,,https://www.accessdata.fda.gov/spl/data/0e3b177e-07e3-40d6-bbad-ea347bb411f1/0e3b177e-07e3-40d6-bbad-ea347bb411f1.xml,,
49204-013-04,Air,AIR,OXYGEN,"HARTMAN BROTHERS, INC.",PRESCRIPTION ANIMAL DRUG,NADA,NADA141354,https://www.accessdata.fda.gov/spl/data/63c9277c-c768-48ca-86ab-db3f136e369c/63c9277c-c768-48ca-86ab-db3f136e369c.xml,,
49204-013-11,Air,AIR,OXYGEN,"HARTMAN BROTHERS, INC.",PRESCRIPTION ANIMAL DRUG,NADA,NADA141354,https://www.accessdata.fda.gov/spl/data/63c9277c-c768-48ca-86ab-db3f136e369c/63c9277c-c768-48ca-86ab-db3f136e369c.xml,,
50063-013-04,Air,AIR,AIR,"Andy-Oxy Co., Inc.",PRESCRIPTION ANIMAL DRUG,NADA,NADA141365,https://www.accessdata.fda.gov/spl/data/96b67de0-66c4-45a2-902b-5c3323d774ab/96b67de0-66c4-45a2-902b-5c3323d774ab.xml,,
59579-016-20,Air,AIR,AIR,"Praxair Distribution, Inc.",PRESCRIPTION ANIMAL DRUG,NADA,NADA141402,https://www.accessdata.fda.gov/spl/data/376088ec-d0b5-40db-a58d-41ad869f134e/376088ec-d0b5-40db-a58d-41ad869f134e.xml,,
50063-013-06,Air,AIR,AIR,"Andy-Oxy Co., Inc.",PRESCRIPTION ANIMAL DRUG,NADA,NADA141365,https://www.accessdata.fda.gov/spl/data/96b67de0-66c4-45a2-902b-5c3323d774ab/96b67de0-66c4-45a2-902b-5c3323d774ab.xml,,
51887-501-02,Air,AIR,NITROGEN; OXYGEN,Maine Oxy-Acetylene Supply Company,PRESCRIPTION ANIMAL DRUG,NADA,NADA141365,https://www.accessdata.fda.gov/spl/data/fe712988-96c5-498f-b780-8020845cfdbe/fe712988-96c5-498f-b780-8020845cfdbe.xml,,
59579-016-15,Air,AIR,AIR,"Praxair Distribution, Inc.",PRESCRIPTION ANIMAL DRUG,NADA,NADA141402,https://www.accessdata.fda.gov/spl/data/376088ec-d0b5-40db-a58d-41ad869f134e/376088ec-d0b5-40db-a58d-41ad869f134e.xml,,
59579-016-05,Air,AIR,AIR,"Praxair Distribution, Inc.",PRESCRIPTION ANIMAL DRUG,NADA,NADA141402,https://www.accessdata.fda.gov/spl/data/376088ec-d0b5-40db-a58d-41ad869f134e/376088ec-d0b5-40db-a58d-41ad869f134e.xml,,
59579-016-23,Air,AIR,AIR,"Praxair Distribution, Inc.",PRESCRIPTION ANIMAL DRUG,NADA,NADA141402,https://www.accessdata.fda.gov/spl/data/376088ec-d0b5-40db-a58d-41ad869f134e/376088ec-d0b5-40db-a58d-41ad869f134e.xml,,
59579-016-24,Air,AIR,AIR,"Praxair Distribution, Inc.",PRESCRIPTION ANIMAL DRUG,NADA,NADA141402,https://www.accessdata.fda.gov/spl/data/376088ec-d0b5-40db-a58d-41ad869f134e/376088ec-d0b5-40db-a58d-41ad869f134e.xml,,
17575-017-04,Air,AIR,AIR,"AGL Welding Supply CO., Inc.",PRESCRIPTION ANIMAL DRUG,NADA,NADA141365,https://www.accessdata.fda.gov/spl/data/0dadddad-537f-4f40-abc5-192c75acb0b2/0dadddad-537f-4f40-abc5-192c75acb0b2.xml,,
49575-014-08,Air,AIR,AIR,Machine & Welding Supply Company dba Arc3 Gases South,PRESCRIPTION ANIMAL DRUG,NADA,NADA141366,https://www.accessdata.fda.gov/spl/data/a198d1c5-b026-4270-bfe7-c498f0cc1f53/a198d1c5-b026-4270-bfe7-c498f0cc1f53.xml,,
34057-016-06,Air,AIR,AIR,"Oxarc, LLC",PRESCRIPTION ANIMAL DRUG,NADA,NADA141386,https://www.accessdata.fda.gov/spl/data/2cc10c85-304b-49cc-8091-2f2a0e8ae2e9/2cc10c85-304b-49cc-8091-2f2a0e8ae2e9.xml,,
17575-017-05,Air,AIR,AIR,"AGL Welding Supply CO., Inc.",PRESCRIPTION ANIMAL DRUG,NADA,NADA141365,https://www.accessdata.fda.gov/spl/data/0dadddad-537f-4f40-abc5-192c75acb0b2/0dadddad-537f-4f40-abc5-192c75acb0b2.xml,,
64169-013-02,Air,AIR,OXYGEN,Industrial Source,PRESCRIPTION ANIMAL DRUG,NADA,NADA141365,https://www.accessdata.fda.gov/spl/data/6ef6bb90-ef0d-47c4-b0d6-e6079af7720b/6ef6bb90-ef0d-47c4-b0d6-e6079af7720b.xml,,
53452-013-02,Air,AIR,OXYGEN,"Dale Oxygen And Acetylene Service, Inc",PRESCRIPTION ANIMAL DRUG,NADA,NADA141365,https://www.accessdata.fda.gov/spl/data/ca23c8bd-a0bd-4d7d-826f-1c282c1541aa/ca23c8bd-a0bd-4d7d-826f-1c282c1541aa.xml,,
55037-313-17,Air,AIR,AIR,"Matheson Tri-Gas, Inc.",PRESCRIPTION ANIMAL DRUG,NADA,NADA141399,https://www.accessdata.fda.gov/spl/data/1bb05740-2312-43ab-929c-a64a6a32763f/1bb05740-2312-43ab-929c-a64a6a32763f.xml,,
53452-013-01,Air,AIR,OXYGEN,"Dale Oxygen And Acetylene Service, Inc",PRESCRIPTION ANIMAL DRUG,NADA,NADA141365,https://www.accessdata.fda.gov/spl/data/ca23c8bd-a0bd-4d7d-826f-1c282c1541aa/ca23c8bd-a0bd-4d7d-826f-1c282c1541aa.xml,,
55037-313-04,Air,AIR,AIR,"Matheson Tri-Gas, Inc.",PRESCRIPTION ANIMAL DRUG,NADA,NADA141399,https://www.accessdata.fda.gov/spl/data/1bb05740-2312-43ab-929c-a64a6a32763f/1bb05740-2312-43ab-929c-a64a6a32763f.xml,,
55749-017-03,Air,AIR,AIR,Industrial Gas Distributors Inc,PRESCRIPTION ANIMAL DRUG,NADA,NADA141432,https://www.accessdata.fda.gov/spl/data/ed6c899a-443e-4d5c-8d0c-97919894d7e3/ed6c899a-443e-4d5c-8d0c-97919894d7e3.xml,,
12213-711-74,Air,AIR,AIR,"NexAir, LLC",PRESCRIPTION ANIMAL DRUG,NADA,NADA141391,https://www.accessdata.fda.gov/spl/data/80042346-fabf-4bdd-ac3e-c2861e1196fa/80042346-fabf-4bdd-ac3e-c2861e1196fa.xml,,
12213-711-68,Air,AIR,AIR,"NexAir, LLC",PRESCRIPTION ANIMAL DRUG,NADA,NADA141391,https://www.accessdata.fda.gov/spl/data/80042346-fabf-4bdd-ac3e-c2861e1196fa/80042346-fabf-4bdd-ac3e-c2861e1196fa.xml,,
12213-711-79,Air,AIR,AIR,"NexAir, LLC",PRESCRIPTION ANIMAL DRUG,NADA,NADA141391,https://www.accessdata.fda.gov/spl/data/80042346-fabf-4bdd-ac3e-c2861e1196fa/80042346-fabf-4bdd-ac3e-c2861e1196fa.xml,,
12213-711-69,Air,AIR,AIR,"NexAir, LLC",PRESCRIPTION ANIMAL DRUG,NADA,NADA141391,https://www.accessdata.fda.gov/spl/data/80042346-fabf-4bdd-ac3e-c2861e1196fa/80042346-fabf-4bdd-ac3e-c2861e1196fa.xml,,
10297-013-01,Air,AIR,AIR,"A-OX Welding Supply Co., Inc.",PRESCRIPTION ANIMAL DRUG,NADA,NADA141399,https://www.accessdata.fda.gov/spl/data/9dd204a3-4dfe-4a7d-89ee-143d5a45700a/9dd204a3-4dfe-4a7d-89ee-143d5a45700a.xml,,
49204-013-07,Air,AIR,OXYGEN,"HARTMAN BROTHERS, INC.",PRESCRIPTION ANIMAL DRUG,NADA,NADA141354,https://www.accessdata.fda.gov/spl/data/63c9277c-c768-48ca-86ab-db3f136e369c/63c9277c-c768-48ca-86ab-db3f136e369c.xml,,
49204-013-09,Air,AIR,OXYGEN,"HARTMAN BROTHERS, INC.",PRESCRIPTION ANIMAL DRUG,NADA,NADA141354,https://www.accessdata.fda.gov/spl/data/63c9277c-c768-48ca-86ab-db3f136e369c/63c9277c-c768-48ca-86ab-db3f136e369c.xml,,
49204-013-12,Air,AIR,OXYGEN,"HARTMAN BROTHERS, INC.",PRESCRIPTION ANIMAL DRUG,NADA,NADA141354,https://www.accessdata.fda.gov/spl/data/63c9277c-c768-48ca-86ab-db3f136e369c/63c9277c-c768-48ca-86ab-db3f136e369c.xml,,
59579-016-21,Air,AIR,AIR,"Praxair Distribution, Inc.",PRESCRIPTION ANIMAL DRUG,NADA,NADA141402,https://www.accessdata.fda.gov/spl/data/376088ec-d0b5-40db-a58d-41ad869f134e/376088ec-d0b5-40db-a58d-41ad869f134e.xml,,
59579-016-09,Air,AIR,AIR,"Praxair Distribution, Inc.",PRESCRIPTION ANIMAL DRUG,NADA,NADA141402,https://www.accessdata.fda.gov/spl/data/376088ec-d0b5-40db-a58d-41ad869f134e/376088ec-d0b5-40db-a58d-41ad869f134e.xml,,
51887-501-03,Air,AIR,NITROGEN; OXYGEN,Maine Oxy-Acetylene Supply Company,PRESCRIPTION ANIMAL DRUG,NADA,NADA141365,https://www.accessdata.fda.gov/spl/data/fe712988-96c5-498f-b780-8020845cfdbe/fe712988-96c5-498f-b780-8020845cfdbe.xml,,
59579-016-19,Air,AIR,AIR,"Praxair Distribution, Inc.",PRESCRIPTION ANIMAL DRUG,NADA,NADA141402,https://www.accessdata.fda.gov/spl/data/376088ec-d0b5-40db-a58d-41ad869f134e/376088ec-d0b5-40db-a58d-41ad869f134e.xml,,
59579-016-04,Air,AIR,AIR,"Praxair Distribution, Inc.",PRESCRIPTION ANIMAL DRUG,NADA,NADA141402,https://www.accessdata.fda.gov/spl/data/376088ec-d0b5-40db-a58d-41ad869f134e/376088ec-d0b5-40db-a58d-41ad869f134e.xml,,
49575-014-06,Air,AIR,AIR,Machine & Welding Supply Company dba Arc3 Gases South,PRESCRIPTION ANIMAL DRUG,NADA,NADA141366,https://www.accessdata.fda.gov/spl/data/a198d1c5-b026-4270-bfe7-c498f0cc1f53/a198d1c5-b026-4270-bfe7-c498f0cc1f53.xml,,
49575-014-01,Air,AIR,AIR,Machine & Welding Supply Company dba Arc3 Gases South,PRESCRIPTION ANIMAL DRUG,NADA,NADA141366,https://www.accessdata.fda.gov/spl/data/a198d1c5-b026-4270-bfe7-c498f0cc1f53/a198d1c5-b026-4270-bfe7-c498f0cc1f53.xml,,
64169-013-01,Air,AIR,OXYGEN,Industrial Source,PRESCRIPTION ANIMAL DRUG,NADA,NADA141365,https://www.accessdata.fda.gov/spl/data/6ef6bb90-ef0d-47c4-b0d6-e6079af7720b/6ef6bb90-ef0d-47c4-b0d6-e6079af7720b.xml,,
55037-313-02,Air,AIR,AIR,"Matheson Tri-Gas, Inc.",PRESCRIPTION ANIMAL DRUG,NADA,NADA141399,https://www.accessdata.fda.gov/spl/data/1bb05740-2312-43ab-929c-a64a6a32763f/1bb05740-2312-43ab-929c-a64a6a32763f.xml,,
55037-313-08,Air,AIR,AIR,"Matheson Tri-Gas, Inc.",PRESCRIPTION ANIMAL DRUG,NADA,NADA141399,https://www.accessdata.fda.gov/spl/data/1bb05740-2312-43ab-929c-a64a6a32763f/1bb05740-2312-43ab-929c-a64a6a32763f.xml,,
12213-711-77,Air,AIR,AIR,"NexAir, LLC",PRESCRIPTION ANIMAL DRUG,NADA,NADA141391,https://www.accessdata.fda.gov/spl/data/80042346-fabf-4bdd-ac3e-c2861e1196fa/80042346-fabf-4bdd-ac3e-c2861e1196fa.xml,,
12213-711-80,Air,AIR,AIR,"NexAir, LLC",PRESCRIPTION ANIMAL DRUG,NADA,NADA141391,https://www.accessdata.fda.gov/spl/data/80042346-fabf-4bdd-ac3e-c2861e1196fa/80042346-fabf-4bdd-ac3e-c2861e1196fa.xml,,
12213-711-67,Air,AIR,AIR,"NexAir, LLC",PRESCRIPTION ANIMAL DRUG,NADA,NADA141391,https://www.accessdata.fda.gov/spl/data/80042346-fabf-4bdd-ac3e-c2861e1196fa/80042346-fabf-4bdd-ac3e-c2861e1196fa.xml,,
12213-711-72,Air,AIR,AIR,"NexAir, LLC",PRESCRIPTION ANIMAL DRUG,NADA,NADA141391,https://www.accessdata.fda.gov/spl/data/80042346-fabf-4bdd-ac3e-c2861e1196fa/80042346-fabf-4bdd-ac3e-c2861e1196fa.xml,,
14961-014-05,Air,AIR,OXYGEN,"Haun Specialty Gases, Inc.",PRESCRIPTION ANIMAL DRUG,NADA,NADA141365,https://www.accessdata.fda.gov/spl/data/7be6f803-5f9c-46f5-90d7-480a8c75402e/7be6f803-5f9c-46f5-90d7-480a8c75402e.xml,,
49204-013-06,Air,AIR,OXYGEN,"HARTMAN BROTHERS, INC.",PRESCRIPTION ANIMAL DRUG,NADA,NADA141354,https://www.accessdata.fda.gov/spl/data/63c9277c-c768-48ca-86ab-db3f136e369c/63c9277c-c768-48ca-86ab-db3f136e369c.xml,,
49204-013-14,Air,AIR,OXYGEN,"HARTMAN BROTHERS, INC.",PRESCRIPTION ANIMAL DRUG,NADA,NADA141354,https://www.accessdata.fda.gov/spl/data/63c9277c-c768-48ca-86ab-db3f136e369c/63c9277c-c768-48ca-86ab-db3f136e369c.xml,,
34057-016-01,Air,AIR,AIR,"Oxarc, LLC",PRESCRIPTION ANIMAL DRUG,NADA,NADA141386,https://www.accessdata.fda.gov/spl/data/2cc10c85-304b-49cc-8091-2f2a0e8ae2e9/2cc10c85-304b-49cc-8091-2f2a0e8ae2e9.xml,,
59579-016-14,Air,AIR,AIR,"Praxair Distribution, Inc.",PRESCRIPTION ANIMAL DRUG,NADA,NADA141402,https://www.accessdata.fda.gov/spl/data/376088ec-d0b5-40db-a58d-41ad869f134e/376088ec-d0b5-40db-a58d-41ad869f134e.xml,,
49575-014-09,Air,AIR,AIR,Machine & Welding Supply Company dba Arc3 Gases South,PRESCRIPTION ANIMAL DRUG,NADA,NADA141366,https://www.accessdata.fda.gov/spl/data/a198d1c5-b026-4270-bfe7-c498f0cc1f53/a198d1c5-b026-4270-bfe7-c498f0cc1f53.xml,,
17575-017-03,Air,AIR,AIR,"AGL Welding Supply CO., Inc.",PRESCRIPTION ANIMAL DRUG,NADA,NADA141365,https://www.accessdata.fda.gov/spl/data/0dadddad-537f-4f40-abc5-192c75acb0b2/0dadddad-537f-4f40-abc5-192c75acb0b2.xml,,
64169-013-06,Air,AIR,OXYGEN,Industrial Source,PRESCRIPTION ANIMAL DRUG,NADA,NADA141365,https://www.accessdata.fda.gov/spl/data/6ef6bb90-ef0d-47c4-b0d6-e6079af7720b/6ef6bb90-ef0d-47c4-b0d6-e6079af7720b.xml,,
64169-013-07,Air,AIR,OXYGEN,Industrial Source,PRESCRIPTION ANIMAL DRUG,NADA,NADA141365,https://www.accessdata.fda.gov/spl/data/6ef6bb90-ef0d-47c4-b0d6-e6079af7720b/6ef6bb90-ef0d-47c4-b0d6-e6079af7720b.xml,,
64169-013-11,Air,AIR,OXYGEN,Industrial Source,PRESCRIPTION ANIMAL DRUG,NADA,NADA141365,https://www.accessdata.fda.gov/spl/data/6ef6bb90-ef0d-47c4-b0d6-e6079af7720b/6ef6bb90-ef0d-47c4-b0d6-e6079af7720b.xml,,
64169-013-08,Air,AIR,OXYGEN,Industrial Source,PRESCRIPTION ANIMAL DRUG,NADA,NADA141365,https://www.accessdata.fda.gov/spl/data/6ef6bb90-ef0d-47c4-b0d6-e6079af7720b/6ef6bb90-ef0d-47c4-b0d6-e6079af7720b.xml,,
55037-313-19,Air,AIR,AIR,"Matheson Tri-Gas, Inc.",PRESCRIPTION ANIMAL DRUG,NADA,NADA141399,https://www.accessdata.fda.gov/spl/data/1bb05740-2312-43ab-929c-a64a6a32763f/1bb05740-2312-43ab-929c-a64a6a32763f.xml,,
12213-711-66,Air,AIR,AIR,"NexAir, LLC",PRESCRIPTION ANIMAL DRUG,NADA,NADA141391,https://www.accessdata.fda.gov/spl/data/80042346-fabf-4bdd-ac3e-c2861e1196fa/80042346-fabf-4bdd-ac3e-c2861e1196fa.xml,,
14961-014-03,Air,AIR,OXYGEN,"Haun Specialty Gases, Inc.",PRESCRIPTION ANIMAL DRUG,NADA,NADA141365,https://www.accessdata.fda.gov/spl/data/7be6f803-5f9c-46f5-90d7-480a8c75402e/7be6f803-5f9c-46f5-90d7-480a8c75402e.xml,,
49204-013-18,Air,AIR,OXYGEN,"HARTMAN BROTHERS, INC.",PRESCRIPTION ANIMAL DRUG,NADA,NADA141354,https://www.accessdata.fda.gov/spl/data/63c9277c-c768-48ca-86ab-db3f136e369c/63c9277c-c768-48ca-86ab-db3f136e369c.xml,,
49204-013-10,Air,AIR,OXYGEN,"HARTMAN BROTHERS, INC.",PRESCRIPTION ANIMAL DRUG,NADA,NADA141354,https://www.accessdata.fda.gov/spl/data/63c9277c-c768-48ca-86ab-db3f136e369c/63c9277c-c768-48ca-86ab-db3f136e369c.xml,,
49204-013-16,Air,AIR,OXYGEN,"HARTMAN BROTHERS, INC.",PRESCRIPTION ANIMAL DRUG,NADA,NADA141354,https://www.accessdata.fda.gov/spl/data/63c9277c-c768-48ca-86ab-db3f136e369c/63c9277c-c768-48ca-86ab-db3f136e369c.xml,,
49204-013-02,Air,AIR,OXYGEN,"HARTMAN BROTHERS, INC.",PRESCRIPTION ANIMAL DRUG,NADA,NADA141354,https://www.accessdata.fda.gov/spl/data/63c9277c-c768-48ca-86ab-db3f136e369c/63c9277c-c768-48ca-86ab-db3f136e369c.xml,,
70151-013-01,Air,AIR,AIR,Central Welding Supply Company,PRESCRIPTION ANIMAL DRUG,NADA,NADA141354,https://www.accessdata.fda.gov/spl/data/9d4f9e7d-4d44-4065-b140-995af839b75d/9d4f9e7d-4d44-4065-b140-995af839b75d.xml,,
59579-016-17,Air,AIR,AIR,"Praxair Distribution, Inc.",PRESCRIPTION ANIMAL DRUG,NADA,NADA141402,https://www.accessdata.fda.gov/spl/data/376088ec-d0b5-40db-a58d-41ad869f134e/376088ec-d0b5-40db-a58d-41ad869f134e.xml,,
59579-016-08,Air,AIR,AIR,"Praxair Distribution, Inc.",PRESCRIPTION ANIMAL DRUG,NADA,NADA141402,https://www.accessdata.fda.gov/spl/data/376088ec-d0b5-40db-a58d-41ad869f134e/376088ec-d0b5-40db-a58d-41ad869f134e.xml,,
59579-016-07,Air,AIR,AIR,"Praxair Distribution, Inc.",PRESCRIPTION ANIMAL DRUG,NADA,NADA141402,https://www.accessdata.fda.gov/spl/data/376088ec-d0b5-40db-a58d-41ad869f134e/376088ec-d0b5-40db-a58d-41ad869f134e.xml,,
49575-014-02,Air,AIR,AIR,Machine & Welding Supply Company dba Arc3 Gases South,PRESCRIPTION ANIMAL DRUG,NADA,NADA141366,https://www.accessdata.fda.gov/spl/data/a198d1c5-b026-4270-bfe7-c498f0cc1f53/a198d1c5-b026-4270-bfe7-c498f0cc1f53.xml,,
64169-013-10,Air,AIR,OXYGEN,Industrial Source,PRESCRIPTION ANIMAL DRUG,NADA,NADA141365,https://www.accessdata.fda.gov/spl/data/6ef6bb90-ef0d-47c4-b0d6-e6079af7720b/6ef6bb90-ef0d-47c4-b0d6-e6079af7720b.xml,,
64169-013-05,Air,AIR,OXYGEN,Industrial Source,PRESCRIPTION ANIMAL DRUG,NADA,NADA141365,https://www.accessdata.fda.gov/spl/data/6ef6bb90-ef0d-47c4-b0d6-e6079af7720b/6ef6bb90-ef0d-47c4-b0d6-e6079af7720b.xml,,
51486-014-01,Air,AIR,AIR,ILMO Products Company,PRESCRIPTION ANIMAL DRUG,NADA,NADA141396,https://www.accessdata.fda.gov/spl/data/54b1ae02-6c4a-4c8b-b410-c944ff5041c8/54b1ae02-6c4a-4c8b-b410-c944ff5041c8.xml,,
